image_path,label
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img016960.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img009035.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img015083.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img011325.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img013202.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img016731.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img015031.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img008452.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img014174.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img016466.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img010154.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img011348.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img014051.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img000336.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img008607.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img010753.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img008476.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img017092.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img012465.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img014509.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img017628.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img000172.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img000637.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img011376.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img013031.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img000666.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img013703.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img000241.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img017801.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img008598.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img015965.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img011444.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img013700.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img012336.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img010668.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img012371.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img010618.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img012779.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img010051.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img009773.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img000032.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img017077.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img010374.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img011845.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img014182.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img017072.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img009672.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img000802.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img010996.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img010367.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img014670.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img011774.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img008664.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img010150.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img012568.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img016172.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img017205.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img016223.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img010398.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img011076.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img016618.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img009096.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img009490.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img012804.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img009278.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img000545.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img014340.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img000886.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img014801.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img014104.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img000262.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img000383.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img015110.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img014863.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img008809.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img009695.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img017361.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img016890.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img010863.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img013381.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img015176.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img011091.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img008532.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img012838.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img012683.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img008553.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img013478.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img012086.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img011169.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img010720.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img014234.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img011832.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img011903.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img015112.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img016131.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img015390.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img009636.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img012807.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img013158.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img014346.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img014265.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img018031.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img013104.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img015665.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img000478.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img015029.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img013159.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img010410.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img008893.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img009216.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img009025.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img017259.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img013676.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img000363.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img011675.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img012674.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img013099.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img000385.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img013859.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img015113.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img016606.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img009473.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img016536.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img013160.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img012408.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img011217.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img017778.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img012623.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img016719.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img013533.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img011375.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img013720.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img017255.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img016297.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img018146.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img000825.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img016756.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img012267.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img014324.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img015273.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img000375.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img013268.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img014887.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img013463.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img013452.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img010473.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img014161.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img016641.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img010438.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img011215.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img017798.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img013899.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img017617.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img014757.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img000777.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img012013.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img008344.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img009569.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img015670.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img013498.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img000132.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img009696.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img014024.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img013488.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img014934.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img012247.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img000699.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img017096.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img008720.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img016541.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img010588.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img016368.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img000807.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img011468.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img015714.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img015941.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img009597.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img012659.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img010625.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img011835.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img000033.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img017412.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img013235.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img013591.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img010395.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img012041.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img015385.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img010951.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img010143.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img012517.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img014273.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img015773.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img017228.jpg,fake
C:\Users\Pranoti munjankar\OneDrive\Desktop\python\merged_dataset\train\fake\img016035.jpg,fake
